,LINEOUT AVG,LINEOUT STD
0,10625.659437166614,402.69184771509634
1,18984.526274588814,434.4854358117825
2,26307.1144753979,496.7891811411579
3,30617.843473822224,504.8904965282754
4,31583.89529319894,510.8916876201657
5,31838.62313001721,505.6493632610214
6,31827.274835189553,546.425955344452
7,31941.999719864878,521.0929917083229
8,31989.197541162393,524.6494683581222
9,31932.979023634543,522.7714800437692
10,31814.00053418071,538.9019677859809
11,31762.148307801486,525.9932389542629
12,31846.913512718224,493.83632172700334
13,31754.698969848545,499.0032386072397
14,31643.04566347542,533.9482352443029
15,31509.64874620046,491.12509010770356
16,31366.399822424464,495.6313984050515
17,31283.426623420048,503.42990093299096
18,31366.453933656823,493.57353835814826
19,31248.153756882806,521.1897020978475
20,31137.63465299531,517.6554806899036
21,31012.58757162503,486.5778349205928
22,30952.96544535155,521.9726997590265
23,30961.529088367628,524.2092346458437
24,30751.531724719527,510.0104245815676
25,30804.895646489713,502.28591215037096
26,30592.10180546396,490.20791575261063
27,30464.16083603032,504.63349856195896
28,30387.493044707433,512.2273216288047
29,30316.578673310807,519.2860406828444
30,30122.72165683366,511.75678392845185
31,30117.92727678619,471.5446082983448
32,29938.730366433934,507.9279444583326
33,29912.837995242884,509.9904699852815
34,29699.17203431072,482.8699509542483
35,29691.999611043102,489.1244795684927
36,29621.070334298853,519.1847208838532
37,29645.500853478847,519.0642116203652
38,29548.265128152623,490.57501624030533
39,29483.351663582736,505.7745551284129
40,29481.81595523113,503.14825593741494
41,29329.986017989344,480.57115419009085
42,29290.036922366515,486.6649815290739
43,29291.64395287698,480.90421118167365
44,29137.092618443865,509.79511350481664
45,28959.612576712938,474.1455533673535
46,28958.550329902406,473.34623952898386
47,28743.964014835652,480.4081193895566
48,28646.795578775527,502.6375630952444
49,28573.04040659634,497.78553422863763
50,28462.53080556099,503.32453208991706
51,28404.288598837276,480.4566475492717
52,28392.828753036672,482.24155988627655
53,28311.609759132567,478.27675059746207
54,28375.83225026035,457.0323687836557
55,28424.456817463426,501.0007088725236
56,28423.036230689042,453.1075386238257
57,28250.17614146079,464.92875032376617
58,28223.60249884441,485.41572124266776
59,28098.688437619752,485.62016861334956
60,27957.36735532802,500.22815531455296
61,27921.736075859422,508.959071212542
62,27704.678715618185,474.28432647569593
