,LINEOUT AVG,LINEOUT STD
0,6980.172444541551,267.1377321045926
1,9740.801613199279,323.8461779937092
2,11139.694926840057,308.21560931404747
3,11530.673634079863,320.46970238115455
4,11625.266152887845,338.20873884462867
5,11661.016662502698,320.58377556914945
6,11681.865889543036,320.4781645217091
7,11695.96905026561,318.0840456173552
8,11790.965730261354,324.3720196945363
9,11786.207411708023,328.83808425056475
10,11911.336079552517,371.6886536196788
11,11880.271884625821,315.3291528907312
12,11962.621184586855,309.1397815607258
13,11914.522785585285,327.73452666165053
14,11991.320412769695,318.6812164923883
15,12022.181317230928,317.90900605855927
16,12039.158630168758,324.8993546253987
17,12040.661182951975,320.57240344379045
18,12141.317358028671,316.5579915501694
19,12139.481863816309,327.7563704152356
20,12118.515827143434,330.49100744685035
21,12175.07494811742,340.5584706454754
22,12135.581939382924,317.0124323272443
23,12257.772550916783,334.43597549891166
24,12384.15150394031,335.2696648319422
25,12457.92619291897,361.68336750802723
26,12461.02702714966,335.02421715468745
27,12444.621516564608,345.73198128362645
28,12504.564525219615,323.27022879161996
29,12492.193575038356,323.33224057713755
30,12597.950211586412,318.2692770473481
31,12590.127221195018,352.0849812847183
32,12620.442638639654,357.22630355846985
33,12670.434960468308,355.5345187399022
34,12748.79290668506,318.05430470829697
35,12732.452392989966,332.64602224124803
36,12917.003915449892,349.94093937383167
37,12893.2518617263,335.29445360142824
38,12891.10636574429,337.22925217956947
39,12925.989765617393,318.86683539599045
40,12919.158239583247,323.4458265771576
41,12944.492305729787,331.55953129057417
42,13106.300392157655,331.3131390270161
43,13130.96370332148,330.3146532939244
44,13147.538531267113,351.03408601715574
45,13159.960238288564,331.4245017649523
46,13133.94197287099,329.8664072007164
47,13255.905337796254,336.05654718067734
48,13253.429047950214,328.23797452754746
49,13369.050588360073,317.99364740016705
50,13440.793035030632,347.5863341949151
51,13448.48820932168,326.5574734792016
52,13404.090336579626,336.05554389585205
53,13533.040723815328,336.33037874785833
54,13512.967815088783,361.1437446863526
55,13564.121805565175,341.194432591675
56,13557.85344773302,348.73181922709875
57,13602.489467811134,339.26639440748477
58,13711.985982540937,346.1097387274069
59,13777.31233120149,328.93044769820415
60,13828.35704284025,349.3755576620372
61,13815.469051101254,333.0959372178039
62,13959.448889895817,332.4323181140524
63,13920.117164131983,348.89103593377484
64,14056.629482181961,331.7101773689997
65,13964.107089516978,346.8798188882177
66,14116.504121623357,357.6330571442335
67,14104.094221365796,336.5605871313851
68,14145.092104160241,347.59757638997246
69,14253.93209039376,342.25228657456324
70,14261.659446807076,343.30010521559547
71,14257.529789420985,325.20640373257044
72,14288.430452317705,348.04059016226125
73,14299.100719307504,363.76612448792827
74,14382.152074855963,353.4511414912118
75,14399.352338661116,350.35360526976365
76,14527.522754609541,360.4602039793213
77,14504.868085163005,334.59919277146923
78,14605.248196494178,339.2617541161041
79,14678.176268968255,350.4046959846919
80,14625.266306542035,374.115827916144
81,14556.985370506894,353.40770025330323
82,14503.702231229365,344.32726329275255
83,14519.141712348259,356.9579772908739
84,14487.710689214102,351.1743797846921
85,14415.631330704562,338.5439689347023
86,14438.840458138726,350.86503798358234
87,14467.774634041714,334.25396307668314
88,14460.542419236037,336.331646441349
89,14630.052227781409,340.89127957703556
90,14735.355166696383,351.6904377118123
91,14856.412944712305,338.033122504989
92,14910.949542917006,347.6792076471955
93,15079.064471934244,338.5088010172703
94,15231.300323093481,351.4113070856552
95,15359.16701652736,352.4792285640118
96,15416.928236758655,364.1962528851312
97,15540.97945464723,357.1619535051639
98,15513.576848074728,370.0384265960308
99,15603.34622684523,348.2898360742099
100,15638.329224030716,367.6798039328561
101,15676.039861002579,359.74075732858
102,15837.194121460092,360.9122056887415
103,15921.304570912804,357.29177417014665
104,16023.41517219282,368.5606493853517
105,16061.363977290854,359.1786917407858
106,16138.842303866406,360.1231029015178
107,16166.287832541688,365.4882266132095
108,16184.01585830478,363.0560981472465
109,16264.659319009997,359.73281754837626
110,16265.236324016825,361.193963415579
111,16383.811689641298,372.8158406734843
112,16504.15649124988,357.8050377462837
113,16535.754813612977,371.57031429593604
114,16500.11591486091,384.27392100568215
115,16687.263013760756,353.91965831369396
116,16706.703036006984,369.71320772108993
117,16777.10264419266,360.0521852478882
118,16840.676567713646,374.2636355809751
119,16917.191287884707,371.203742372149
120,16947.749619209404,359.86352811722645
121,17048.81620600995,388.44818047842557
122,17068.374654456056,358.2361754103912
123,17171.845055334565,359.0351245843625
124,17287.372816068313,378.6937753013639
125,17277.70214002548,364.87862503696437
126,17370.47604835104,378.436489914167
127,17412.027649160675,370.14378719286316
128,17486.163013726353,383.10807211674694
129,17525.943608418474,391.71583995911607
130,17725.795791980094,381.04675864577723
