,DOWNSTREAM
1762,0.0721875
1763,0.1328125
1764,0.111875
1765,0.1265625
1766,0.1140625
1767,0.12625
1768,0.1121875
1769,0.131875
1770,0.085
1771,0.03
1772,0.045
1773,0.036875
1774,0.0421875
1775,0.0384375
1776,0.04125
1777,0.0390625
1778,0.0409375
1779,0.039375
1780,0.040625
1781,0.039375
1782,0.040625
1783,0.039375
1784,0.0403125
1785,0.0396875
1786,0.0403125
1787,0.0396875
1788,0.0403125
1789,0.0396875
1790,0.0403125
1791,0.0396875
1792,0.0403125
1793,0.0396875
1794,0.0403125
1795,0.0396875
1796,0.0403125
1797,0.0396875
1798,0.0403125
1799,0.0396875
1800,0.0403125
1801,0.0396875
1802,0.0403125
1803,0.0396875
1804,0.040625
1805,0.039375
1806,0.040625
1807,0.039375
1808,0.0409375
1809,0.0390625
1810,0.04125
1811,0.0384375
1812,0.041875
1813,0.0371875
1814,0.044375
1815,0.03125
1816,0.0721875
1817,0.133125
1818,0.111875
1819,0.1265625
1820,0.11375
1821,0.1265625
1822,0.1121875
1823,0.131875
1824,0.0846875
1825,0.0303125
1826,0.0446875
1827,0.0371875
1828,0.041875
1829,0.0384375
1830,0.0409375
1831,0.0390625
1832,0.040625
1833,0.039375
1834,0.0403125
1835,0.0396875
1836,0.0403125
1837,0.04
1838,0.04
1839,0.04
1840,0.04
1841,0.04
1842,0.0396875
1843,0.0403125
1844,0.0396875
1845,0.0403125
1846,0.039375
1847,0.040625
1848,0.039375
1849,0.0409375
1850,0.03875
1851,0.04125
1852,0.0384375
1853,0.0421875
1854,0.0371875
1855,0.04375
1856,0.034375
1857,0.05
1858,0.00625
1859,-0.050625
1860,-0.0353125
1861,-0.04125
1862,-0.0434375
1863,-0.0128125
1864,0.0584375
1865,0.0253125
1866,0.0571875
1867,0.0003125
1868,-0.0459375
1869,-0.0390625
1870,-0.0390625
1871,-0.041875
1872,-0.0371875
1873,-0.0440625
1874,-0.0340625
1875,-0.0503125
1876,-0.0059375
1877,0.0509375
1878,0.034375
1879,0.04375
1880,0.0371875
1881,0.0421875
1882,0.0384375
1883,0.04125
1884,0.03875
1885,0.0409375
1886,0.0390625
1887,0.040625
1888,0.039375
1889,0.040625
1890,0.0396875
1891,0.0403125
1892,0.0396875
1893,0.0403125
1894,0.0396875
1895,0.04
1896,0.04
1897,0.04
1898,0.0403125
1899,0.039375
1900,0.0409375
1901,0.0384375
1902,0.043125
1903,0.0328125
1904,0.07
1905,0.1359375
1906,0.1075
1907,0.135
1908,0.0821875
1909,0.0321875
1910,0.0428125
1911,0.0390625
1912,0.0396875
1913,0.04125
1914,0.0375
1915,0.044375
1916,0.03125
1917,0.0725
1918,0.1325
1919,0.1125
1920,0.125625
1921,0.115625
1922,0.1240625
1923,0.11625
1924,0.12375
1925,0.11625
1926,0.12375
1927,0.115625
1928,0.1253125
1929,0.113125
1930,0.13125
1931,0.0853125
1932,0.0296875
1933,0.0453125
1934,0.0365625
1935,0.0425
1936,0.038125
1937,0.0415625
1938,0.03875
1939,0.0409375
1940,0.0390625
1941,0.0409375
1942,0.039375
1943,0.040625
1944,0.039375
1945,0.040625
1946,0.039375
1947,0.0409375
1948,0.0390625
1949,0.0409375
1950,0.03875
1951,0.0415625
1952,0.0375
1953,0.04375
1954,0.0321875
1955,0.070625
1956,0.135
1957,0.108125
1958,0.1340625
1959,0.0834375
1960,0.03125
1961,0.0440625
1962,0.0375
1963,0.0415625
1964,0.03875
1965,0.0409375
1966,0.039375
1967,0.040625
1968,0.0396875
1969,0.0403125
1970,0.0396875
1971,0.0403125
1972,0.0396875
1973,0.0403125
1974,0.0396875
1975,0.04
1976,0.04
1977,0.04
1978,0.04
1979,0.04
1980,0.04
1981,0.04
1982,0.04
1983,0.04
1984,0.04
1985,0.04
1986,0.04
1987,0.04
1988,0.04
1989,0.04
1990,0.04
1991,0.04
1992,0.04
1993,0.04
1994,0.04
1995,0.04
1996,0.04
1997,0.04
1998,0.04
1999,0.04
2000,0.04
2001,0.04
2002,0.04
2003,0.04
2004,0.04
2005,0.04
2006,0.04
2007,0.04
2008,0.04
2009,0.04
2010,0.04
2011,0.04
2012,0.04
2013,0.04
2014,0.04
2015,0.04
2016,0.04
2017,0.04
2018,0.04
2019,0.04
2020,0.04
2021,0.04
2022,0.04
2023,0.04
2024,0.04
2025,0.04
2026,0.04
2027,0.04
2028,0.04
2029,0.0403125
2030,0.0396875
2031,0.0403125
2032,0.0396875
2033,0.0403125
2034,0.0396875
2035,0.040625
2036,0.039375
2037,0.0409375
2038,0.03875
2039,0.0415625
2040,0.0375
2041,0.0440625
2042,0.031875
2043,0.0715625
2044,0.13375
2045,0.110625
2046,0.128125
2047,0.1109375
2048,0.1328125
2049,0.0840625
2050,0.030625
2051,0.044375
2052,0.0375
2053,0.041875
2054,0.03875
2055,0.0409375
2056,0.039375
2057,0.040625
2058,0.0396875
2059,0.0403125
2060,0.0396875
2061,0.0403125
2062,0.0396875
2063,0.04
2064,0.04
2065,0.04
2066,0.04
2067,0.04
2068,0.04
2069,0.04
2070,0.04
2071,0.04
2072,0.04
2073,0.04
2074,0.04
2075,0.04
2076,0.04
2077,0.04
2078,0.04
2079,0.04
2080,0.04
2081,0.04
2082,0.0403125
2083,0.0396875
2084,0.0403125
2085,0.0396875
2086,0.0403125
2087,0.0396875
2088,0.0403125
2089,0.0396875
2090,0.0403125
2091,0.0396875
2092,0.0403125
2093,0.0396875
2094,0.0403125
2095,0.0396875
2096,0.0403125
2097,0.0396875
2098,0.040625
2099,0.039375
2100,0.040625
2101,0.039375
2102,0.0409375
2103,0.0390625
2104,0.04125
2105,0.03875
2106,0.041875
2107,0.0378125
2108,0.043125
2109,0.0353125
2110,0.0490625
2111,0.0075
2112,-0.0525
2113,-0.0325
2114,-0.045625
2115,-0.035
2116,-0.0446875
2117,-0.035
2118,-0.045625
2119,-0.0328125
2120,-0.05125
2121,-0.0053125
2122,0.0503125
2123,0.0346875
2124,0.0434375
2125,0.0375
2126,0.041875
2127,0.0384375
2128,0.04125
2129,0.0390625
2130,0.0409375
2131,0.0390625
2132,0.040625
2133,0.039375
2134,0.040625
2135,0.039375
2136,0.040625
2137,0.039375
2138,0.0403125
2139,0.0396875
2140,0.0403125
2141,0.0396875
2142,0.0403125
2143,0.0396875
2144,0.0403125
2145,0.0396875
2146,0.0403125
2147,0.0396875
2148,0.0403125
2149,0.0396875
2150,0.0403125
2151,0.0396875
2152,0.0403125
2153,0.0396875
2154,0.0403125
2155,0.0396875
2156,0.0403125
2157,0.0396875
2158,0.0403125
2159,0.0396875
2160,0.0403125
2161,0.0396875
2162,0.0403125
2163,0.0396875
2164,0.0403125
2165,0.0396875
2166,0.0403125
2167,0.0396875
2168,0.0403125
2169,0.0396875
2170,0.0403125
2171,0.0396875
2172,0.0403125
2173,0.0396875
2174,0.0403125
2175,0.0396875
2176,0.0403125
2177,0.0396875
2178,0.0403125
2179,0.0396875
2180,0.0403125
2181,0.0396875
2182,0.0403125
2183,0.0396875
2184,0.0403125
2185,0.0396875
2186,0.0403125
2187,0.0396875
2188,0.0403125
2189,0.0396875
2190,0.0403125
2191,0.0396875
2192,0.0403125
2193,0.0396875
2194,0.0403125
2195,0.0396875
2196,0.0403125
2197,0.0396875
2198,0.0403125
2199,0.0396875
2200,0.0403125
2201,0.0396875
2202,0.0403125
2203,0.0396875
2204,0.0403125
2205,0.0396875
2206,0.0403125
2207,0.0396875
2208,0.0403125
2209,0.0396875
2210,0.0403125
2211,0.0396875
2212,0.040625
2213,0.039375
2214,0.040625
2215,0.039375
2216,0.040625
2217,0.039375
2218,0.040625
2219,0.039375
2220,0.040625
2221,0.039375
2222,0.040625
2223,0.039375
2224,0.040625
2225,0.039375
2226,0.040625
2227,0.039375
2228,0.040625
2229,0.039375
2230,0.040625
2231,0.039375
2232,0.040625
2233,0.0390625
2234,0.0409375
2235,0.0390625
2236,0.0409375
2237,0.0390625
2238,0.0409375
2239,0.0390625
2240,0.0409375
2241,0.0390625
2242,0.04125
2243,0.03875
2244,0.04125
2245,0.03875
2246,0.04125
2247,0.0384375
2248,0.0415625
2249,0.0384375
2250,0.041875
2251,0.038125
2252,0.0421875
2253,0.0378125
2254,0.0425
2255,0.0371875
2256,0.043125
2257,0.03625
2258,0.044375
2259,0.034375
2260,0.0475
2261,0.0278125
2262,0.0759375
2263,0.128125
2264,0.1178125
2265,0.1184375
2266,0.126875
2267,0.08875
2268,0.0265625
2269,0.0478125
2270,0.034375
2271,0.044375
2272,0.03625
2273,0.043125
2274,0.0371875
2275,0.0425
2276,0.0378125
2277,0.0421875
2278,0.038125
2279,0.041875
2280,0.0384375
2281,0.0415625
2282,0.0384375
2283,0.04125
2284,0.03875
2285,0.04125
2286,0.03875
2287,0.04125
2288,0.0390625
2289,0.0409375
2290,0.0390625
2291,0.0409375
2292,0.0390625
2293,0.0409375
2294,0.0390625
2295,0.0409375
2296,0.039375
2297,0.040625
2298,0.039375
2299,0.040625
2300,0.039375
2301,0.040625
2302,0.039375
2303,0.040625
2304,0.039375
2305,0.040625
2306,0.039375
2307,0.040625
2308,0.039375
2309,0.040625
2310,0.039375
2311,0.040625
2312,0.039375
2313,0.040625
2314,0.039375
2315,0.040625
2316,0.039375
2317,0.040625
2318,0.0396875
2319,0.0403125
2320,0.0396875
2321,0.0403125
2322,0.0396875
2323,0.0403125
2324,0.0396875
2325,0.040625
2326,0.039375
2327,0.040625
2328,0.039375
2329,0.040625
2330,0.039375
2331,0.040625
2332,0.039375
2333,0.0409375
2334,0.0390625
2335,0.04125
2336,0.0384375
2337,0.0425
2338,0.03625
2339,0.0478125
2340,0.009375
2341,-0.055
2342,-0.0284375
2343,-0.0540625
2344,-0.0034375
2345,0.04875
2346,0.0359375
2347,0.0425
2348,0.0384375
2349,0.04125
2350,0.0390625
2351,0.040625
2352,0.039375
2353,0.0403125
2354,0.0396875
2355,0.0403125
2356,0.0396875
2357,0.04
2358,0.04
2359,0.04
2360,0.04
2361,0.04
2362,0.04
2363,0.04
2364,0.0403125
2365,0.0396875
2366,0.0403125
2367,0.0396875
2368,0.0403125
2369,0.0396875
2370,0.0403125
2371,0.039375
2372,0.040625
2373,0.039375
2374,0.040625
2375,0.039375
2376,0.0409375
2377,0.0390625
2378,0.0409375
2379,0.03875
2380,0.04125
2381,0.0384375
2382,0.041875
2383,0.038125
2384,0.0425
2385,0.0371875
2386,0.0434375
2387,0.0353125
2388,0.0465625
2389,0.0290625
2390,0.0746875
2391,0.13
2392,0.115625
2393,0.121875
2394,0.1203125
2395,0.1175
2396,0.1275
2397,0.08875
2398,0.0265625
2399,0.048125
2400,0.0340625
2401,0.045
2402,0.0359375
2403,0.04375
2404,0.0365625
2405,0.043125
2406,0.0371875
2407,0.0428125
2408,0.0375
2409,0.0425
2410,0.0378125
2411,0.0421875
2412,0.0378125
2413,0.0421875
2414,0.038125
2415,0.041875
2416,0.038125
2417,0.041875
2418,0.038125
2419,0.041875
2420,0.0384375
2421,0.0415625
2422,0.0384375
2423,0.0415625
2424,0.0384375
2425,0.0415625
2426,0.0384375
2427,0.0415625
2428,0.0384375
2429,0.0415625
2430,0.0384375
2431,0.0415625
2432,0.0384375
2433,0.0415625
2434,0.0384375
2435,0.0415625
2436,0.0384375
2437,0.0415625
2438,0.0384375
2439,0.0415625
2440,0.0384375
2441,0.0415625
2442,0.0384375
2443,0.0415625
2444,0.0384375
2445,0.0415625
2446,0.0384375
2447,0.0415625
2448,0.0384375
2449,0.0415625
2450,0.0384375
2451,0.0415625
2452,0.0384375
2453,0.041875
2454,0.038125
2455,0.041875
2456,0.038125
2457,0.041875
2458,0.038125
2459,0.041875
2460,0.0378125
2461,0.0421875
2462,0.0378125
2463,0.0421875
2464,0.0375
2465,0.0425
2466,0.0371875
2467,0.0428125
2468,0.036875
2469,0.0434375
2470,0.03625
2471,0.044375
2472,0.034375
2473,0.0471875
2474,0.028125
2475,0.0753125
2476,0.129375
2477,0.1159375
2478,0.1221875
2479,0.1190625
2480,0.1203125
2481,0.120625
2482,0.1190625
2483,0.1215625
2484,0.1175
2485,0.1234375
2486,0.1146875
2487,0.13
2488,0.0865625
2489,0.02875
2490,0.0459375
2491,0.0359375
2492,0.0428125
2493,0.0378125
2494,0.041875
2495,0.0384375
2496,0.04125
2497,0.0390625
2498,0.040625
2499,0.039375
2500,0.0403125
2501,0.0396875
2502,0.04
2503,0.04
2504,0.04
2505,0.0403125
2506,0.0396875
2507,0.040625
2508,0.039375
2509,0.0409375
2510,0.03875
2511,0.0415625
2512,0.0378125
2513,0.0428125
2514,0.03625
2515,0.045625
2516,0.03
2517,0.07375
2518,0.13125
2519,0.1140625
2520,0.12375
2521,0.1175
2522,0.12125
2523,0.12
2524,0.118125
2525,0.12625
2526,0.0903125
2527,0.024375
2528,0.0509375
2529,0.0303125
2530,0.050625
2531,0.025625
2532,0.0771875
2533,0.1278125
2534,0.1171875
2535,0.12125
2536,0.1196875
2537,0.1196875
2538,0.1209375
2539,0.11875
2540,0.1215625
2541,0.118125
2542,0.1221875
2543,0.1171875
2544,0.12375
2545,0.114375
2546,0.13
2547,0.08625
2548,0.02875
2549,0.04625
2550,0.0359375
2551,0.043125
2552,0.0375
2553,0.0421875
2554,0.038125
2555,0.0415625
2556,0.0384375
2557,0.04125
2558,0.03875
2559,0.0409375
2560,0.0390625
2561,0.0409375
2562,0.0390625
2563,0.0409375
2564,0.0390625
2565,0.0409375
2566,0.039375
2567,0.040625
2568,0.039375
2569,0.040625
2570,0.039375
2571,0.040625
2572,0.039375
2573,0.040625
2574,0.039375
2575,0.040625
2576,0.039375
2577,0.040625
2578,0.039375
2579,0.040625
2580,0.039375
2581,0.040625
2582,0.039375
2583,0.040625
2584,0.039375
2585,0.040625
2586,0.039375
2587,0.040625
2588,0.039375
2589,0.040625
2590,0.039375
2591,0.040625
2592,0.039375
2593,0.040625
2594,0.039375
2595,0.040625
2596,0.039375
2597,0.040625
2598,0.039375
2599,0.040625
2600,0.039375
2601,0.040625
2602,0.039375
2603,0.040625
2604,0.039375
2605,0.040625
2606,0.039375
2607,0.040625
2608,0.039375
2609,0.040625
2610,0.039375
2611,0.040625
2612,0.039375
2613,0.040625
2614,0.039375
2615,0.040625
2616,0.039375
2617,0.040625
2618,0.0396875
2619,0.0403125
2620,0.0396875
2621,0.0403125
2622,0.0396875
2623,0.0403125
2624,0.0396875
2625,0.04
2626,0.04
2627,0.0396875
2628,0.040625
2629,0.0390625
2630,0.041875
2631,0.0365625
2632,0.0475
2633,0.0090625
2634,-0.0546875
2635,-0.03
2636,-0.0490625
2637,-0.0303125
2638,-0.0534375
2639,-0.0034375
2640,0.0484375
2641,0.03625
2642,0.041875
2643,0.0390625
2644,0.0403125
2645,0.04
2646,0.0396875
2647,0.0403125
2648,0.039375
2649,0.040625
2650,0.039375
2651,0.0409375
2652,0.0390625
2653,0.0409375
2654,0.03875
2655,0.0415625
2656,0.038125
2657,0.0425
2658,0.0365625
2659,0.046875
2660,0.01125
2661,-0.060625
2662,-0.0009375
2663,0.0478125
2664,0.03625
2665,0.0425
2666,0.0384375
2667,0.04125
2668,0.0390625
2669,0.040625
2670,0.04
2671,0.0390625
2672,0.0425
2673,0.0334375
2674,0.0696875
2675,0.135625
2676,0.1090625
2677,0.13
2678,0.109375
2679,0.1346875
2680,0.0821875
2681,0.0325
2682,0.0425
2683,0.039375
2684,0.0396875
2685,0.0409375
2686,0.03875
2687,0.0415625
2688,0.0384375
2689,0.0415625
2690,0.03875
2691,0.0403125
2692,0.0428125
2693,0.015
2694,-0.0628125
2695,-0.0165625
2696,-0.0871875
2697,-0.1134375
2698,-0.1565625
2699,-0.2021875
2700,-0.2278125
2701,-0.2925
2702,-0.2921875
2703,-0.415
2704,-0.433125
2705,-0.47
2706,-0.5534375
2707,-0.64125
2708,-0.684375
2709,-0.6996875
2710,-0.804375
2711,-0.8659375
2712,-0.9628125
2713,-1.0259375
2714,-1.1240625
2715,-1.183125
2716,-1.2909375
2717,-1.3140625
2718,-1.35125
2719,-1.430625
2720,-1.5253125
2721,-1.55875
2722,-1.5871875
2723,-1.6746875
2724,-1.7609375
2725,-1.80375
2726,-1.8203125
2727,-1.92625
2728,-1.9634375
2729,-1.9765625
2730,-2.0940625
2731,-2.11
2732,-2.1590625
2733,-2.1990625
2734,-2.2321875
2735,-2.285625
2736,-2.3046875
2737,-2.3765625
2738,-2.3521875
2739,-2.360625
2740,-2.3846875
2741,-2.4590625
2742,-2.426875
2743,-2.4503125
2744,-2.4309375
2745,-2.448125
2746,-2.4328125
2747,-2.446875
2748,-2.4334375
2749,-2.44625
2750,-2.4340625
2751,-2.4459375
2752,-2.43375
2753,-2.446875
2754,-2.4315625
2755,-2.4521875
2756,-2.4046875
2757,-2.3496875
2758,-2.3659375
2759,-2.354375
2760,-2.36875
2761,-2.3290625
2762,-2.2640625
2763,-2.2946875
2764,-2.244375
2765,-2.188125
2766,-2.21125
2767,-2.1678125
2768,-2.1053125
2769,-2.1340625
2770,-2.085
2771,-2.0275
2772,-2.0515625
2773,-2.0071875
2774,-1.945625
2775,-1.9734375
2776,-1.9253125
2777,-1.8684375
2778,-1.888125
2779,-1.8715625
2780,-1.8925
2781,-1.8440625
2782,-1.79125
2783,-1.803125
2784,-1.8
2785,-1.7971875
2786,-1.808125
2787,-1.7671875
2788,-1.7090625
2789,-1.72375
2790,-1.723125
2791,-1.691875
2792,-1.6246875
2793,-1.6484375
2794,-1.638125
2795,-1.6178125
2796,-1.5375
2797,-1.578125
2798,-1.5421875
2799,-1.58125
2800,-1.515625
2801,-1.4796875
2802,-1.4740625
2803,-1.491875
2804,-1.444375
2805,-1.39
2806,-1.408125
2807,-1.371875
2808,-1.2996875
2809,-1.3415625
2810,-1.274375
2811,-1.245
2812,-1.2053125
2813,-1.155
2814,-1.1365625
2815,-1.0590625
2816,-1.099375
2817,-1.03875
2818,-0.9984375
2819,-0.9753125
2820,-0.8990625
2821,-0.9403125
2822,-0.8778125
2823,-0.8371875
2824,-0.83625
2825,-0.85
2826,-0.8053125
2827,-0.7509375
2828,-0.761875
2829,-0.764375
2830,-0.7315625
2831,-0.66375
2832,-0.69125
2833,-0.6690625
2834,-0.69375
2835,-0.6434375
2836,-0.5909375
2837,-0.604375
2838,-0.596875
2839,-0.6025
2840,-0.5978125
2841,-0.6021875
2842,-0.5971875
2843,-0.6034375
2844,-0.595
2845,-0.609375
2846,-0.5675
2847,-0.5071875
2848,-0.5278125
2849,-0.5134375
2850,-0.5265625
2851,-0.5125
2852,-0.5315625
2853,-0.4853125
2854,-0.4296875
2855,-0.445625
2856,-0.43625
2857,-0.4428125
2858,-0.4378125
2859,-0.441875
2860,-0.438125
2861,-0.4415625
2862,-0.4384375
2863,-0.4415625
2864,-0.4384375
2865,-0.4415625
2866,-0.4384375
2867,-0.4415625
2868,-0.4384375
2869,-0.4415625
2870,-0.4384375
2871,-0.4415625
2872,-0.4384375
2873,-0.4415625
2874,-0.438125
2875,-0.441875
2876,-0.438125
2877,-0.4421875
2878,-0.4375
2879,-0.4428125
2880,-0.436875
2881,-0.44375
2882,-0.4353125
2883,-0.44625
2884,-0.4290625
2885,-0.474375
2886,-0.530625
2887,-0.5146875
2888,-0.5234375
2889,-0.5175
2890,-0.5215625
2891,-0.51875
2892,-0.5209375
2893,-0.519375
2894,-0.5203125
2895,-0.5196875
2896,-0.52
2897,-0.52
2898,-0.5196875
2899,-0.520625
2900,-0.519375
2901,-0.5209375
2902,-0.5184375
2903,-0.5221875
2904,-0.516875
2905,-0.5246875
2906,-0.5109375
2907,-0.5525
2908,-0.6125
2909,-0.5928125
2910,-0.6053125
2911,-0.595625
2912,-0.6040625
2913,-0.59625
2914,-0.60375
2915,-0.5959375
2916,-0.604375
2917,-0.595
2918,-0.606875
2919,-0.5890625
2920,-0.634375
2921,-0.690625
2922,-0.6746875
2923,-0.6834375
2924,-0.6775
2925,-0.681875
2926,-0.6784375
2927,-0.68125
2928,-0.67875
2929,-0.6809375
2930,-0.6790625
2931,-0.6809375
2932,-0.6790625
2933,-0.6809375
2934,-0.679375
2935,-0.680625
2936,-0.679375
2937,-0.680625
2938,-0.679375
2939,-0.680625
2940,-0.679375
2941,-0.680625
2942,-0.679375
2943,-0.680625
2944,-0.679375
2945,-0.680625
2946,-0.679375
2947,-0.680625
2948,-0.679375
2949,-0.680625
2950,-0.679375
2951,-0.680625
2952,-0.679375
2953,-0.6809375
2954,-0.6790625
2955,-0.6809375
2956,-0.6790625
2957,-0.6809375
2958,-0.6790625
2959,-0.6809375
2960,-0.67875
2961,-0.68125
2962,-0.67875
2963,-0.6815625
2964,-0.6784375
2965,-0.681875
2966,-0.6778125
2967,-0.6825
2968,-0.676875
2969,-0.6840625
2970,-0.6740625
2971,-0.6903125
2972,-0.64625
2973,-0.58875
2974,-0.6059375
2975,-0.5959375
2976,-0.603125
2977,-0.5975
2978,-0.601875
2979,-0.5984375
2980,-0.6015625
2981,-0.59875
2982,-0.6009375
2983,-0.5990625
2984,-0.600625
2985,-0.599375
2986,-0.6003125
2987,-0.5996875
2988,-0.6
2989,-0.6003125
2990,-0.5990625
2991,-0.601875
2992,-0.5965625
2993,-0.6078125
2994,-0.5690625
2995,-0.5059375
2996,-0.529375
2997,-0.5125
2998,-0.5271875
2999,-0.5128125
3000,-0.5278125
3001,-0.510625
3002,-0.53375
3003,-0.4825
3004,-0.4325
3005,-0.441875
3006,-0.440625
3007,-0.4378125
3008,-0.4440625
3009,-0.43375
3010,-0.4515625
3011,-0.4040625
3012,-0.3521875
3013,-0.360625
3014,-0.3659375
3015,-0.3290625
3016,-0.2675
3017,-0.2853125
3018,-0.2809375
3019,-0.255
3020,-0.179375
3021,-0.21875
3022,-0.16125
3023,-0.110625
3024,-0.1296875
3025,-0.0871875
3026,-0.0309375
3027,-0.0221875
3028,0.068125
3029,0.0125
3030,0.0909375
3031,0.1103125
3032,0.1590625
3033,0.2003125
3034,0.2284375
3035,0.2953125
3036,0.2671875
3037,0.3125
3038,0.37625
3039,0.343125
3040,0.3996875
3041,0.4446875
3042,0.4421875
3043,0.43125
3044,0.47375
3045,0.5296875
3046,0.5175
3047,0.515625
3048,0.5490625
3049,0.6153125
3050,0.590625
3051,0.6071875
3052,0.5940625
3053,0.605
3054,0.595625
3055,0.6040625
3056,0.59625
3057,0.6034375
3058,0.596875
3059,0.603125
3060,0.596875
3061,0.6028125
3062,0.5971875
3063,0.6028125
3064,0.5971875
3065,0.6028125
3066,0.5971875
3067,0.6028125
3068,0.5971875
3069,0.6028125
3070,0.596875
3071,0.603125
3072,0.5965625
3073,0.6034375
3074,0.59625
3075,0.604375
3076,0.595
3077,0.6059375
3078,0.5921875
3079,0.6125
3080,0.5640625
3081,0.51125
3082,0.523125
3083,0.519375
3084,0.5190625
3085,0.5225
3086,0.5153125
3087,0.529375
3088,0.4865625
3089,0.42875
3090,0.445625
3091,0.4365625
3092,0.441875
3093,0.4396875
3094,0.438125
3095,0.44625
3096,0.41
3097,0.3446875
3098,0.3709375
3099,0.3496875
3100,0.3734375
3101,0.3240625
3102,0.2703125
3103,0.2853125
3104,0.275625
3105,0.284375
3106,0.2740625
3107,0.29
3108,0.2465625
3109,0.1884375
3110,0.2065625
3111,0.195625
3112,0.2034375
3113,0.1975
3114,0.201875
3115,0.19875
3116,0.200625
3117,0.2003125
3118,0.1978125
3119,0.2065625
3120,0.17
3121,0.105
3122,0.13
3123,0.111875
3124,0.1275
3125,0.1125
3126,0.128125
3127,0.1103125
3128,0.13375
3129,0.0828125
3130,0.0321875
3131,0.0428125
3132,0.0390625
3133,0.04
3134,0.040625
3135,0.03875
3136,0.0415625
3137,0.038125
3138,0.0421875
3139,0.0371875
3140,0.0434375
3141,0.035625
3142,0.04625
3143,0.029375
3144,0.0740625
3145,0.1309375
3146,0.1140625
3147,0.1240625
3148,0.116875
3149,0.1225
3150,0.1178125
3151,0.1221875
3152,0.1175
3153,0.1228125
3154,0.1165625
3155,0.125
3156,0.110625
3157,0.1528125
3158,0.2121875
3159,0.1928125
3160,0.2053125
3161,0.1953125
3162,0.2040625
3163,0.19625
3164,0.20375
3165,0.19625
3166,0.2040625
3167,0.195625
3168,0.2046875
3169,0.194375
3170,0.2075
3171,0.188125
3172,0.2353125
3173,0.2896875
3174,0.275625
3175,0.2825
3176,0.2784375
3177,0.2809375
3178,0.2796875
3179,0.28
3180,0.2803125
3181,0.2796875
3182,0.280625
3183,0.2790625
3184,0.28125
3185,0.2784375
3186,0.281875
3187,0.2775
3188,0.2834375
3189,0.275
3190,0.289375
3191,0.2471875
3192,0.1878125
3193,0.2071875
3194,0.1946875
3195,0.2046875
3196,0.1953125
3197,0.205
3198,0.1934375
3199,0.210625
3200,0.16625
3201,0.1084375
3202,0.1265625
3203,0.1146875
3204,0.125
3205,0.1140625
3206,0.1296875
3207,0.0875
3208,0.0265625
3209,0.049375
3210,0.0303125
3211,0.0534375
3212,0.003125
3213,-0.0475
3214,-0.0390625
3215,-0.035
3216,-0.069375
3217,-0.135
3218,-0.1103125
3219,-0.1275
3220,-0.1134375
3221,-0.1259375
3222,-0.114375
3223,-0.1253125
3224,-0.1146875
3225,-0.1253125
3226,-0.114375
3227,-0.12625
3228,-0.1128125
3229,-0.12875
3230,-0.106875
3231,-0.1565625
3232,-0.2084375
3233,-0.196875
3234,-0.20125
3235,-0.1996875
3236,-0.1996875
3237,-0.2009375
3238,-0.19875
3239,-0.2015625
3240,-0.1984375
3241,-0.201875
3242,-0.1978125
3243,-0.2021875
3244,-0.1975
3245,-0.2025
3246,-0.1971875
3247,-0.2028125
3248,-0.196875
3249,-0.2034375
3250,-0.19625
3251,-0.2040625
3252,-0.195625
3253,-0.205
3254,-0.194375
3255,-0.206875
3256,-0.19125
3257,-0.213125
3258,-0.163125
3259,-0.1125
3260,-0.121875
3261,-0.1209375
3262,-0.1165625
3263,-0.1278125
3264,-0.0890625
3265,-0.0246875
3266,-0.054375
3267,-0.0040625
3268,0.05
3269,0.035625
3270,0.0396875
3271,0.063125
3272,0.14375
3273,0.09625
3274,0.1659375
3275,0.1984375
3276,0.2084375
3277,0.1846875
3278,0.2403125
3279,0.2825
3280,0.2853125
3281,0.2671875
3282,0.31875
3283,0.36375
3284,0.365
3285,0.3465625
3286,0.4009375
3287,0.4375
3288,0.474375
3289,0.5234375
3290,0.54625
3291,0.63
3292,0.748125
3293,0.878125
3294,0.9834375
3295,1.1221875
3296,1.219375
3297,1.36625
3298,1.455
3299,1.6115625
3300,1.6878125
3301,1.863125
3302,1.8928125
3303,2.013125
3304,2.0575
3305,2.1709375
3306,2.2184375
3307,2.3309375
3308,2.3771875
3309,2.494375
3310,2.5284375
3311,2.68875
3312,2.760625
3313,2.7921875
3314,2.8490625
3315,2.8403125
3316,2.81875
3317,2.7003125
3318,2.5025
3319,2.255625
3320,1.999375
3321,1.626875
3322,1.234375
3323,0.79625
3324,0.3359375
3325,-0.0646875
3326,-0.588125
3327,-1.00625
3328,-1.4259375
3329,-1.776875
3330,-2.1075
3331,-2.385625
3332,-2.63
3333,-2.83375
3334,-2.9925
3335,-3.1228125
3336,-3.193125
3337,-3.2571875
3338,-3.2071875
3339,-3.1275
3340,-3.026875
3341,-2.8175
3342,-2.5809375
3343,-2.31125
3344,-1.9759375
3345,-1.669375
3346,-1.31375
3347,-0.919375
3348,-0.665
3349,-0.379375
3350,-0.108125
3351,0.013125
3352,0.2078125
3353,0.291875
3354,0.27375
3355,0.2871875
3356,0.2540625
3357,0.159375
3358,0.0921875
3359,-0.0053125
3360,-0.04
3361,-0.06625
3362,-0.139375
3363,-0.101875
3364,-0.159375
3365,-0.206875
3366,-0.1971875
3367,-0.2025
3368,-0.1953125
3369,-0.2240625
