Time,Ampl
1.4003e-07,-0.00022
1.4043e-07,0.0002
1.4083e-07,-4e-05
1.4123e-07,-0.00018
1.4163e-07,-0.0001
1.4203e-07,-6e-05
1.4243e-07,-0.00034
1.4283e-07,-6e-05
1.4323e-07,-0.00014
1.4363e-07,-0.00024
1.4403e-07,-0.00012
1.4443e-07,-0.00042
1.4483e-07,-0.0001
1.4523e-07,0.00018
1.4563e-07,-0.00052
1.4603e-07,4e-05
1.4643e-07,-0.0003
1.4683e-07,2e-05
1.4723e-07,-4e-05
1.4763e-07,-0.00072
1.4803e-07,0
1.4843e-07,0
1.4883e-07,-4e-05
1.4923e-07,0.0002
1.4963e-07,-6e-05
1.5003e-07,-0.00024
1.5043e-07,-0.00024
1.5083e-07,-0.00018
1.5123e-07,-0.00012
1.5163e-07,0.00024
1.5203e-07,2e-05
1.5243e-07,-0.00036
1.5283e-07,0.0001
1.5323e-07,-0.00016
1.5363e-07,-0.00048
1.5403e-07,-0.00024
1.5443e-07,-0.0002
1.5483e-07,-0.00028
1.5523e-07,-0.0002
1.5563e-07,0
1.5603e-07,0.00018
1.5643e-07,-0.0005
1.5683e-07,-6e-05
1.5723e-07,-6e-05
1.5763e-07,-0.0002
1.5803e-07,-0.00024
1.5843e-07,0.00022
1.5883e-07,-0.0001
1.5923e-07,-4e-05
1.5963e-07,0.00016
1.6003e-07,-0.00052
1.6043e-07,-6e-05
1.6083e-07,-0.0002
1.6123e-07,-0.00018
1.6163e-07,-0.00016
1.6203e-07,0
1.6243e-07,-4e-05
1.6283e-07,0
1.6323e-07,-4e-05
1.6363e-07,-8e-05
1.6403e-07,-0.00022
1.6443e-07,-2e-05
1.6483e-07,0
1.6523e-07,-0.0002
1.6563e-07,-8e-05
1.6603e-07,-4e-05
1.6643e-07,-0.0001
1.6683e-07,-6e-05
1.6723e-07,-0.00028
1.6763e-07,-0.00016
1.6803e-07,-0.00022
1.6843e-07,-0.00014
1.6883e-07,-0.0002
1.6923e-07,-8e-05
1.6963e-07,-0.00052
1.7003e-07,-0.00012
1.7043e-07,-0.00018
1.7083e-07,-4e-05
1.7123e-07,-0.00026
1.7163e-07,-0.00024
1.7203e-07,-4e-05
1.7243e-07,-0.00018
1.7283e-07,-0.00024
1.7323e-07,-0.0001
1.7363e-07,-0.0002
1.7403e-07,4e-05
1.7443e-07,-0.0001
1.7483e-07,-4e-05
1.7523e-07,4e-05
1.7563e-07,-8e-05
1.7603e-07,-0.00044
1.7643e-07,-0.00028
1.7683e-07,-0.00026
1.7723e-07,-8e-05
1.7763e-07,-0.00012
1.7803e-07,-0.00022
1.7843e-07,-8e-05
1.7883e-07,-0.00026
1.7923e-07,-0.00036
1.7963e-07,4e-05
1.8003e-07,-0.00034
1.8043e-07,-0.00018
1.8083e-07,4e-05
1.8123e-07,-0.00028
1.8163e-07,6e-05
1.8203e-07,0.00018
1.8243e-07,-0.00048
1.8283e-07,-0.00018
1.8323e-07,-0.00036
1.8363e-07,-0.0001
1.8403e-07,-0.00026
1.8443e-07,-0.00028
1.8483e-07,0.00012
1.8523e-07,0
1.8563e-07,0.00012
1.8603e-07,0.00014
1.8643e-07,-0.00014
1.8683e-07,0.00022
1.8723e-07,-0.00038
1.8763e-07,0.00024
1.8803e-07,6e-05
1.8843e-07,-0.00018
1.8883e-07,-0.00018
1.8923e-07,0.00012
1.8963e-07,-0.0001
1.9003e-07,-0.00016
1.9043e-07,-0.00038
1.9083e-07,8e-05
1.9123e-07,0
1.9163e-07,-0.0001
1.9203e-07,-0.00018
1.9243e-07,-0.00016
1.9283e-07,-0.00014
1.9323e-07,4e-05
1.9363e-07,-0.00046
1.9403e-07,8e-05
1.9443e-07,-0.00028
1.9483e-07,4e-05
1.9523e-07,-0.00024
1.9563e-07,-0.00036
1.9603e-07,-6e-05
1.9643e-07,0
1.9683e-07,-0.00048
1.9723e-07,-0.00036
1.9763e-07,-0.00014
1.9803e-07,-0.00036
1.9843e-07,0
1.9883e-07,-0.0003
1.9923e-07,-0.00034
1.9963e-07,4e-05
2.0003e-07,0
2.0043e-07,-0.00042
2.0083e-07,-8e-05
2.0123e-07,-0.00028
2.0163e-07,-0.00038
2.0203e-07,-0.0001
2.0243e-07,-0.00028
2.0283e-07,4e-05
2.0323e-07,-0.00022
2.0363e-07,-0.0001
2.0403e-07,0
2.0443e-07,-0.0002
2.0483e-07,0.00014
2.0523e-07,-8e-05
2.0563e-07,-0.0002
2.0603e-07,-0.00014
2.0643e-07,-0.00018
2.0683e-07,-0.0003
2.0723e-07,-0.00026
2.0763e-07,-0.00012
2.0803e-07,-0.00014
2.0843e-07,-0.0002
2.0883e-07,-0.0001
2.0923e-07,-6e-05
2.0963e-07,-0.00034
2.1003e-07,-2e-05
2.1043e-07,-0.00038
2.1083e-07,-0.00018
2.1123e-07,-0.0001
2.1163e-07,-0.00012
2.1203e-07,0.00026
2.1243e-07,-0.00016
2.1283e-07,-6e-05
2.1323e-07,-0.00022
2.1363e-07,-0.00036
2.1403e-07,-0.00028
2.1443e-07,-0.00032
2.1483e-07,-0.00026
2.1523e-07,-0.00018
2.1563e-07,-0.00016
2.1603e-07,-0.00034
2.1643e-07,0
2.1683e-07,0.0001
2.1723e-07,-8e-05
2.1763e-07,-6e-05
2.1803e-07,-0.0002
2.1843e-07,2e-05
2.1883e-07,-0.00024
2.1923e-07,-6e-05
2.1963e-07,2e-05
2.2003e-07,-0.0001
2.2043e-07,-0.0002
2.2083e-07,8e-05
2.2123e-07,-8e-05
2.2163e-07,-2e-05
2.2203e-07,-2e-05
2.2243e-07,-4e-05
2.2283e-07,-0.00016
2.2323e-07,-0.0002
2.2363e-07,0.0001
2.2403e-07,-0.00028
2.2443e-07,-0.00044
2.2483e-07,-0.0001
2.2523e-07,6e-05
2.2563e-07,-0.00056
2.2603e-07,-0.0002
2.2643e-07,-0.00024
2.2683e-07,-0.00036
2.2723e-07,-0.00028
2.2763e-07,-2e-05
2.2803e-07,-0.00018
2.2843e-07,4e-05
2.2883e-07,-6e-05
2.2923e-07,-6e-05
2.2963e-07,-8e-05
2.3003e-07,-0.00018
2.3043e-07,-0.00018
2.3083e-07,-0.00014
2.3123e-07,-2e-05
2.3163e-07,-2e-05
2.3203e-07,-0.0001
2.3243e-07,-2e-05
2.3283e-07,-0.00028
2.3323e-07,6e-05
2.3363e-07,-0.00024
2.3403e-07,-0.00032
2.3443e-07,-6e-05
2.3483e-07,-8e-05
2.3523e-07,-0.00034
2.3563e-07,0.00022
2.3603e-07,-0.00034
2.3643e-07,0.00018
2.3683e-07,-0.00018
2.3723e-07,-0.00024
2.3763e-07,0
2.3803e-07,-0.00012
2.3843e-07,-4e-05
2.3883e-07,-6e-05
2.3923e-07,-0.00014
2.3963e-07,-0.00026
2.4003e-07,-0.0003
2.4043e-07,-0.00014
2.4083e-07,-0.00018
2.4123e-07,-0.0002
2.4163e-07,-0.0001
2.4203e-07,-4e-05
2.4243e-07,-0.00014
2.4283e-07,-0.00022
2.4323e-07,-0.00022
2.4363e-07,-0.00018
2.4403e-07,-0.0001
2.4443e-07,-4e-05
2.4483e-07,2e-05
2.4523e-07,-0.00016
2.4563e-07,-0.00026
2.4603e-07,0
2.4643e-07,-0.00022
2.4683e-07,-0.00022
2.4723e-07,8e-05
2.4763e-07,-0.00036
2.4803e-07,-0.0002
2.4843e-07,6e-05
2.4883e-07,-0.00018
2.4923e-07,-8e-05
2.4963e-07,-0.00014
2.5003e-07,4e-05
