"Record Length",5002,"Points",-0.0010000000602,-0.00164521
"Sample Interval",1e-010,s,-0.00099999996022,-0.00110314
"Trigger Point",10000000,"Samples",-0.00099999986022,-0.000806206
"Trigger Time",0.602167,s,-0.00099999976022,-4.48851e-005
,,,-0.00099999966022,0.000372892
"Horizontal Offset",-0.001,s,-0.00099999956022,0.00110141
,,,-0.00099999946022,0.00189899
,,,-0.00099999936022,0.00184029
,,,-0.00099999926022,0.00220455
,,,-0.00099999916022,0.00270519
,,,-0.00099999906022,0.00238237
,,,-0.00099999896022,0.00220455
,,,-0.00099999886022,0.00270519
,,,-0.00099999876022,0.00287955
,,,-0.00099999866022,0.00237891
,,,-0.00099999856022,0.00200429
,,,-0.00099999846022,0.00140007
,,,-0.00099999836022,0.000172635
,,,-0.00099999826022,-0.00060077
,,,-0.00099999816022,-0.00072852
,,,-0.00099999806022,-0.000897703
,,,-0.00099999796022,-0.00158824
,,,-0.00099999786022,-0.0022667
,,,-0.00099999776022,-0.00283812
,,,-0.00099999766022,-0.00315232
,,,-0.00099999756022,-0.00352348
,,,-0.00099999746022,-0.00333013
,,,-0.00099999736022,-0.00302457
,,,-0.00099999726022,-0.00245832
,,,-0.00099999716022,-0.00145186
,,,-0.00099999706022,-0.000996105
,,,-0.00099999696022,-0.000448851
,,,-0.00099999686022,-4.83378e-005
,,,-0.00099999676022,0.000669824
,,,-0.00099999666022,0.00176088
,,,-0.00099999656022,0.00236165
,,,-0.00099999646022,0.00278978
,,,-0.00099999636022,0.00302629
,,,-0.00099999626022,0.00315577
,,,-0.00099999616022,0.00322828
,,,-0.00099999606022,0.00316785
,,,-0.00099999596022,0.00313333
,,,-0.00099999586022,0.00271728
,,,-0.00099999576022,0.00189208
,,,-0.00099999566022,0.00133792
,,,-0.00099999556022,0.000935682
,,,-0.00099999546022,0.000115666
,,,-0.00099999536022,-0.000134655
,,,-0.00099999526022,-0.000671551
,,,-0.00099999516022,-0.00156235
,,,-0.00099999506022,-0.00165557
,,,-0.00099999496022,-0.00190417
,,,-0.00099999486022,-0.00184374
,,,-0.00099999476022,-0.0012119
,,,-0.00099999466022,-0.00096503
,,,-0.00099999456022,-0.000928777
,,,-0.00099999446022,-0.00070953
,,,-0.00099999436022,-0.000887345
,,,-0.00099999426022,-0.000885618
,,,-0.00099999416022,-8.97703e-005
,,,-0.00099999406022,0.000348723
,,,-0.00099999396022,0.000688814
,,,-0.00099999386022,0.000578328
,,,-0.00099999376022,0.00021752
,,,-0.00099999366022,0.000119118
,,,-0.00099999356022,0.00016573
,,,-0.00099999346022,-8.63176e-006
,,,-0.00099999336022,-0.000602497
,,,-0.00099999326022,-0.00122571
,,,-0.00099999316022,-0.0022667
,,,-0.00099999306022,-0.00283812
,,,-0.00099999296022,-0.00354938
,,,-0.00099999286022,-0.00434005
,,,-0.00099999276022,-0.00437457
,,,-0.00099999266022,-0.00409663
,,,-0.00099999256022,-0.0034458
,,,-0.00099999246022,-0.00278978
,,,-0.00099999236022,-0.00233057
,,,-0.00099999226022,-0.00167801
